issue_type,priority,Source,source_path,Destination,dest_path,recommended_url,Anchor,Status Code,Status,Link Position,Link Origin,Link Path,source_class,unique_sources_for_dest,old_path,new_path,origin
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/soft-leather-reins-with-stoppers,/horse/tack/reins/soft-leather-reins-with-stoppers,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-divided-leather-aintree,/horse/tack/reins/reins-divided-leather-aintree,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/dyon-new-english-collection-double-bridle-reins,/horse/tack/reins/dyon-new-english-collection-double-bridle-reins,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-padded-nappa-leather-jeremy-lord,/horse/tack/reins/reins-padded-nappa-leather-jeremy-lord,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-nylon-loop-end-7-8,/horse/tack/reins/reins-nylon-loop-end-7-8,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/equipe-leather-draw-reins-re12,/horse/tack/reins/equipe-leather-draw-reins-re12,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/equipe-rubber-grip-reins-re17,/horse/tack/reins/equipe-rubber-grip-reins-re17,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/dyon-round-leather-dressage-collection-full-leather-double-bridle-reins-with-7-loops-black,/horse/tack/reins/dyon-round-leather-dressage-collection-full-leather-double-bridle-reins-with-7-loops-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/pvc-epsom-race-reins-loop-end-royal-blue-black-grip,/horse/tack/reins/pvc-epsom-race-reins-loop-end-royal-blue-black-grip,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/driving-rein-leather-brown-pair-20ft,/horse/tack/reins/driving-rein-leather-brown-pair-20ft,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/equipe-rolled-dressage-reins-4-8-re16,/horse/tack/reins/equipe-rolled-dressage-reins-4-8-re16,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/draw-reins-oregon-running-leather-rope-black,/horse/tack/reins/draw-reins-oregon-running-leather-rope-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-webb-leather-jeremy-lord,/horse/tack/reins/reins-webb-leather-jeremy-lord,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/thinline-wrapped-reins-with-notches,/horse/tack/reins/thinline-wrapped-reins-with-notches,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/equipe-web-reins-re19,/horse/tack/reins/equipe-web-reins-re19,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/equipe-half-rubber-grip-reins-re18,/horse/tack/reins/equipe-half-rubber-grip-reins-re18,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/nungar-rein-continuous-8x3-black-red,/horse/tack/reins/nungar-rein-continuous-8x3-black-red,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/equipe-emporio-web-reins-ree03,/horse/tack/reins/equipe-emporio-web-reins-ree03,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/equipe-rolled-dressage-reins-with-notches-5-8-re15,/horse/tack/reins/equipe-rolled-dressage-reins-with-notches-5-8-re15,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-vivid-cotton-hack-white,/horse/tack/reins/reins-vivid-cotton-hack-white,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/pvc-epsom-race-reins-loop-end-brown-orange-grips,/horse/tack/reins/pvc-epsom-race-reins-loop-end-brown-orange-grips,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-webb-leather-with-spacers,/horse/tack/reins/reins-webb-leather-with-spacers,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/pvc-reins-rubber-grip-horsesense-16mm-loop-end,/horse/tack/reins/pvc-reins-rubber-grip-horsesense-16mm-loop-end,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/equipe-emporio-rubber-grip-reins,/horse/tack/reins/equipe-emporio-rubber-grip-reins,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/equipe-emporio-rubber-grip-reins-with-notches-ree04,/horse/tack/reins/equipe-emporio-rubber-grip-reins-with-notches-ree04,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/rein-stops-rubber-gel-pair-black,/horse/tack/reins/rein-stops-rubber-gel-pair-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-laced-leather-jeremy-lord,/horse/tack/reins/reins-laced-leather-jeremy-lord,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/pvc-epsom-race-reins-loop-end-red-black-grips,/horse/tack/reins/pvc-epsom-race-reins-loop-end-red-black-grips,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-vivid-cotton-hack-purple,/horse/tack/reins/reins-vivid-cotton-hack-purple,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/dyon-round-leather-collection-double-bridle-reins-black-full,/horse/tack/reins/dyon-round-leather-collection-double-bridle-reins-black-full,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-rubber-grip-leather-with-buckle-jeremy-lord,/horse/tack/reins/reins-rubber-grip-leather-with-buckle-jeremy-lord,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/reins/reins-webb-leather,/horse/tack/reins/reins-webb-leather,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/equipe-gag-cheeks,/horse/tack/bridles/equipe-gag-cheeks,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/equipe-bling-browband-br58,/horse/tack/bridles/equipe-bling-browband-br58,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/equipe-rolled-dressage-patent-snaffle,/horse/tack/bridles/equipe-rolled-dressage-patent-snaffle,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/academy-bridle-hanovarian-leather-black,/horse/tack/bridles/academy-bridle-hanovarian-leather-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/browband-plain-leather-brown,/horse/tack/bridles/browband-plain-leather-brown,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/academy-bridle-flat-show-leather-brown,/horse/tack/bridles/academy-bridle-flat-show-leather-brown,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/dyon-d-collection-anatomic-flash-noseband-brown-bridle,/horse/tack/bridles/dyon-d-collection-anatomic-flash-noseband-brown-bridle,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/equipe-elastic-grackle-bridle,/horse/tack/bridles/equipe-elastic-grackle-bridle,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/eurohunter-bridle-flat-leather-black,/horse/tack/bridles/eurohunter-bridle-flat-leather-black,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/thinline-bit-less-noseband,/horse/tack/bridles/thinline-bit-less-noseband,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/equipe-rolled-dressage-weymouth-with-swarovski-browband,/horse/tack/bridles/equipe-rolled-dressage-weymouth-with-swarovski-browband,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
3xx,P1,https://www.theequestrian.com.au/horse/tack/bridles/equipe-rolled-hanoverian-snaffle-bridle,/horse/tack/bridles/equipe-rolled-hanoverian-snaffle-bridle,https://www.theequestrian.com.au/products,/products,/horse/grooming/products,All Products,308,Permanent Redirect,Footer,HTML,//body/footer/div/div[1]/div[1]/ul/li[6]/a,footer,6020,/products,/horse/grooming/products,manual_redirects
